"xcoord","ycoord","lon","lat"
1013534,254953,-73.8941243481,40.8664130732
1006303,243645,-73.9203050469,40.8353970037
994528,216167,-73.9628994956,40.7599989352
1003772,253445,-73.9294230161,40.862301058
1014628,243864,-73.8902192646,40.8359733827
1053577,161591,-73.7503124768,40.6099351039
1026676,244181,-73.8466779882,40.8367937939
1049338,187649,-73.7653281241,40.6814905809
1022728,244951,-73.8609411008,40.8389253018
1003574,253243,-73.9301394184,40.8617470647
997466,239480,-73.9522483226,40.8239829187
1013897,238753,-73.8928835529,40.8219476443
1010168,190600,-73.9065422693,40.6897917547
1052858,160488,-73.7529132126,40.6069132031
991589,226016,-73.9734976492,40.7870347881
987752,188195,-73.9873733816,40.6832278369
1019343,215457,-73.8733285582,40.7579864974
1020081,255042,-73.8704533704,40.8666332039
988490,221413,-73.9846915587,40.7744028024
1015606,183612,-73.8869659171,40.6705937008
1015554,183890,-73.8871520787,40.6713569319
1010307,182135,-73.9060737789,40.6665568497
1020895,266819,-73.8674459335,40.8989540157
1008958,235918,-73.9107388898,40.8141815662
1043455,188953,-73.7865274721,40.6851110569
994935,177065,-73.9614923954,40.6526727137
1037655,154249,-73.8077148473,40.5898931156
1010486,236664,-73.9052158639,40.8162247206
1006973,242465,-73.917887805,40.8321565468
1005712,243229,-73.9224421278,40.8342566603
997957,238514,-73.9504762289,40.8213307744
983989,208877,-74.000941849,40.7399956949
1000767,198398,-73.9404222025,40.7112179731
985533,186830,-73.9953743457,40.6794818218
1017689,241175,-73.8791707678,40.8285817982
1007048,195557,-73.917775894,40.7034061479
996569,235296,-73.9554970173,40.8125003131
1052014,158752,-73.7559702192,40.6021547498
994216,177507,-73.9640829415,40.6538867455
1008913,186855,-73.9110813791,40.6795161764
999798,233004,-73.9438374104,40.8062043169
989468,174813,-73.9811966237,40.6464963714
1041661,209253,-73.7928228711,40.7408413794
1012570,176293,-73.8979410104,40.6505149052
986007,163923,-73.9936713801,40.6166069882
991310,171854,-73.9745619629,40.6383732754
1024205,245512,-73.8555999129,40.8404585224
961784,155572,-74.0808935283,40.5936568986
1021139,245062,-73.8666831028,40.8392367448
1014618,203923,-73.8904359386,40.726346059
1014760,243906,-73.8897420493,40.8360882054
994394,176588,-73.9634428191,40.6513640889
995821,232160,-73.9582046084,40.803893873
989603,202801,-73.9806879078,40.7233169493
1022230,213367,-73.8629194856,40.7522380559
1010667,180318,-73.9047832272,40.6615685234
1010388,176242,-73.9058046451,40.6503816305
1041882,192982,-73.7921646711,40.6961800844
1004575,178135,-73.9267476474,40.6555927503
1010258,246284,-73.9060022764,40.8426295258
1011343,238282,-73.9021132067,40.820663086
990073,173529,-73.9790175783,40.6429716911
1029473,150560,-73.8371988186,40.5798130821
1047442,220184,-73.7718585271,40.7708046715
1017429,241149,-73.8801103851,40.8285114163
1022595,184948,-73.8617639677,40.6742332041
1030885,204557,-73.8317423007,40.7280154286
1051273,161389,-73.7586125053,40.6093983839
1052013,159965,-73.7559616509,40.6054841825
1005454,176287,-73.9235854975,40.650518334
990601,226243,-73.9770652669,40.7876586076
1024195,245510,-73.8556360655,40.8404530783
1009788,261398,-73.9076433494,40.8841142341
982431,168088,-74.0065530629,40.6280390308
959807,172328,-74.0880727864,40.6396433903
1005833,241650,-73.922009947,40.829922466
997290,186557,-73.9529868677,40.678722987
1015765,243440,-73.8861123437,40.834805642
1052302,160145,-73.7549190523,40.6059760292
995665,175149,-73.9588647959,40.6474127993
1015530,243545,-73.8869610868,40.8350946719
1002625,183442,-73.9337610824,40.6701635484
1011398,173839,-73.9021745108,40.6437828805
1010168,248087,-73.906320584,40.8475784933
1007821,243863,-73.914818548,40.8359914293
1024079,245477,-73.8560554926,40.840363027
989545,213791,-73.9808885049,40.7534818097
994461,176803,-73.9632010375,40.65195414
1014100,183318,-73.892396137,40.669791943
983133,203600,-74.004029949,40.7255115596
996696,190463,-73.9551212016,40.6894449194
1010811,250313,-73.9039876733,40.8536862895
999647,195942,-73.9444677239,40.7044788551
1024175,245506,-73.8557083705,40.8404421899
1010420,251816,-73.9053951858,40.8578127409
1035156,195846,-73.8163985767,40.7040823235
1036159,196137,-73.8127788489,40.7048752211
1005403,254067,-73.9235245769,40.8640045019
1008043,245612,-73.914010075,40.8407913288
1006209,253743,-73.9206116708,40.8631132521
1015292,243652,-73.8878206694,40.8353891955
1018147,211927,-73.8776634205,40.7483022181
1028307,181401,-73.841195088,40.6644709128
1024581,245562,-73.8542407252,40.8405940485
994821,175472,-73.9619057359,40.648300412
1013406,254060,-73.8945910139,40.8639624844
1021774,256146,-73.8643261729,40.8696563095
1002280,158498,-73.935071401,40.6016983093
1052607,160154,-73.7538205468,40.6059983847
1000557,188591,-73.9412034286,40.6843004379
1004363,176942,-73.9275152639,40.652318711
1011229,250369,-73.9024764686,40.8538387254
1024136,245497,-73.8558493724,40.8404176638
1012357,253217,-73.8983870423,40.8616521079
1023211,244521,-73.8591980472,40.8377429605
1014448,240825,-73.8908834325,40.8276328247
991301,224634,-73.9745391157,40.7832418013
1004976,183942,-73.9252845723,40.6715307443
990791,202746,-73.9764019974,40.7231651889
1053284,196885,-73.7510064174,40.7068112637
1020604,252199,-73.8685778932,40.8588278979
1010897,237041,-73.9037295275,40.817258249
1002458,184322,-73.9343607133,40.6725792957
1022071,239100,-73.8633484716,40.8228688434
1022591,245097,-73.8614353813,40.8393266248
1010269,250169,-73.9059474446,40.8532926665
984340,211159,-73.9996751939,40.7462592186
984802,211047,-73.9980078654,40.7459517899
1034983,190348,-73.8170639412,40.6889926181
1024244,245519,-73.8554589228,40.8404775588
1011054,251827,-73.9031032272,40.8578410305
1008883,247223,-73.910968328,40.845210747
1024185,245508,-73.855672218,40.8404476341
1014765,243166,-73.8897273466,40.8340571035
962896,169793,-74.0769345147,40.6326933437
1044158,155194,-73.7842924519,40.5924453766
1011865,253039,-73.9001664618,40.8611651046
1010560,235756,-73.9049520799,40.8137322959
997851,240162,-73.9508558693,40.8258542302
1007112,243449,-73.917382159,40.8348569833
1007081,244239,-73.9174914965,40.8370253841
1051007,156483,-73.7596190032,40.5959344702
1051345,181878,-73.7581494584,40.6656355574
1021406,251414,-73.8656829662,40.8566699717
1046296,199662,-73.7761852056,40.7144852049
1021550,252479,-73.865156488,40.8595924667
1006689,243478,-73.9189106827,40.8349376648
1020952,255314,-73.8673027935,40.8673761819
1002141,217446,-73.9354154477,40.7634973328
1010686,192838,-73.9046656315,40.6959330116
1056903,200871,-73.7379103773,40.7177228606
1036720,204013,-73.8106940971,40.726489597
989733,148964,-73.9802626684,40.5755460282
1020959,255501,-73.8672764604,40.8678894102
1028597,203200,-73.8400062606,40.7243025666
1007245,194516,-73.9170689415,40.7005483385
1010033,251235,-73.9067964284,40.8562192093
1044057,156569,-73.7846439441,40.5962201457
991905,189189,-73.9723984249,40.6859535224
999209,231232,-73.9459689477,40.8013416815
1006843,180518,-73.9185656782,40.6621280623
999041,223709,-73.946592321,40.7806933583
1003910,179163,-73.9291413438,40.6584158853
1006559,194125,-73.919544282,40.6994768913
1011197,171111,-73.9029096919,40.6362957229
998748,187129,-73.9477291087,40.6802907292
990559,202328,-73.9772393769,40.7220180486
1039394,196134,-73.8011111781,40.7048474178
1003701,178532,-73.9298964422,40.6566843909
998561,230061,-73.9483119818,40.79812868
986244,209936,-73.9928041039,40.7429021653
1021707,244779,-73.8646319338,40.838457602
1020676,217380,-73.8685065584,40.7632592418
1023089,244942,-73.8596365068,40.8388990192
1005373,190140,-73.9238339951,40.6885419037
1014596,180816,-73.8906194105,40.6629228283
1010962,250740,-73.9034401396,40.854857821
999151,187101,-73.9462762002,40.6802132063
1012759,254893,-73.896926596,40.8662509285
1004433,179499,-73.9272553401,40.6593369545
994743,176014,-73.962185978,40.6497881771
1005771,194717,-73.9223842511,40.7011037437
996687,223518,-73.9550925496,40.7801727398
995634,175151,-73.9589765044,40.6474183288
1021071,258590,-73.8668545427,40.8763672917
1004212,178750,-73.9280540972,40.6572816157
1021272,244057,-73.8662079888,40.836477758
1004369,237509,-73.9273125171,40.8185600566
990910,222076,-73.9759535369,40.7762210712
1003927,186763,-73.9290578885,40.679276145
1020904,253219,-73.867487797,40.8616262474
1013060,251286,-73.8958538456,40.8563498301
1010772,250255,-73.9041288793,40.8535272141
1007921,232776,-73.9144962747,40.8055604914
1047339,156425,-73.7728273496,40.5958021414
1011359,174331,-73.9023130668,40.6451334331
1014791,239916,-73.8896481854,40.8251367012
1000195,229856,-73.9424108405,40.7975632134
997802,198301,-73.951117326,40.7109567695
1021586,243644,-73.8650755401,40.8353428719
1026519,246433,-73.8472311711,40.8429756218
1023456,259785,-73.8582233568,40.8796369204
1020938,245451,-73.867407388,40.8403052727
995960,198412,-73.9577613087,40.7112640677
997461,237016,-73.9522712393,40.8172199426
1014647,253571,-73.8901065938,40.8626161423
1041300,189572,-73.7942923782,40.686824218
988634,216108,-73.9841751096,40.7598418824
990496,204944,-73.9774642305,40.7291983774
1021191,244667,-73.8664973506,40.8381523685
979896,172431,-74.0156883632,40.6399587606
1024376,245533,-73.8549817828,40.8405153859
1019931,245700,-73.8710454157,40.8409928306
1005680,182327,-73.922751849,40.6670962554
1000600,196000,-73.9410304041,40.7046363419
1010695,253922,-73.9043927494,40.863592254
1022252,263608,-73.8625555598,40.8901351121
999776,195025,-73.9440045746,40.7019616806
998252,231602,-73.9494248045,40.8023587984
994413,176601,-73.9633743269,40.6513997493
1023814,244103,-73.8570213227,40.8365929923
1010582,192026,-73.9050438537,40.6937045712
1018878,241930,-73.8748705173,40.8306494734
1004728,243063,-73.9259985431,40.8338033747
1016718,209953,-73.8828303019,40.7428894498
995737,187656,-73.9585840268,40.6817416438
1009703,242326,-73.9080231677,40.8317675861
992268,229159,-73.9710419153,40.7956608863
1000770,194703,-73.9404204465,40.7010760663
1015655,179057,-73.8868104964,40.6580910722
1005327,187670,-73.9240075898,40.6817624304
987002,211305,-73.9900680929,40.7466595242
1001823,234903,-73.936517723,40.8114127491
1019036,241105,-73.8743038573,40.828384466
994992,176618,-73.9612876854,40.6514457272
1061548,209973,-73.7210494773,40.7426661313
1006677,243483,-73.9189540311,40.8349514188
1021640,243239,-73.8648826533,40.8342310367
1022037,263092,-73.8633360754,40.8887197799
1021388,250609,-73.865752495,40.8544605653
999742,186382,-73.9441470728,40.6782387
1017854,240245,-73.8785792119,40.8260285898
1020958,255600,-73.8672795337,40.8681611389
995192,175291,-73.9605690727,40.6478031556
1037669,153543,-73.8076700215,40.5879552069
1000992,226534,-73.9395405675,40.7884437485
1019829,205582,-73.8716265358,40.7308801796
1025385,256694,-73.8512667035,40.8711443105
1011516,252205,-73.9014315556,40.8588771117
1011020,210932,-73.9033891854,40.7455956422
989518,224170,-73.9809778223,40.7819694872
1001995,229037,-73.9359118788,40.79531185
994127,176453,-73.9644052374,40.6509938451
1006159,243329,-73.9208264648,40.8345300337
1006155,243306,-73.9208409949,40.8344669153
1014571,240023,-73.8904426128,40.8254311435
1005758,183428,-73.9224671718,40.6701180646
1022617,184377,-73.8616879068,40.672665844
1020848,250620,-73.8677044394,40.854493012
1005066,174867,-73.9249881447,40.6466216636
1007016,198065,-73.9178828267,40.7102900951
1001525,218530,-73.9376363536,40.7664738571
1032149,194599,-73.8272526904,40.7006763958
1030580,258377,-73.8324713607,40.875737881
999364,234769,-73.9454011338,40.8110495054
1007865,183581,-73.9148712494,40.6705326456
1021244,215118,-73.8664685979,40.7570482804
999964,197251,-73.9433213472,40.7080711933
1017860,179772,-73.8788597094,40.660045493
999935,187405,-73.9434488738,40.6810462627
1003998,178085,-73.9288273308,40.6554568169
997094,221740,-73.9536263553,40.775292017
1014575,255027,-73.8903603047,40.8666126657
1020763,238302,-73.8680787577,40.8206840652
995026,231397,-73.9610774372,40.8018006529
1012195,183418,-73.8992628974,40.6700726385
984502,209456,-73.9990906068,40.7415849061
1004602,170744,-73.9266726363,40.6353059948
1015129,238749,-73.8884322838,40.8219324445
1022721,183822,-73.8613161576,40.671142044
997680,224270,-73.9515055282,40.7822353271
995288,176658,-73.9602208872,40.6515551544
998098,176002,-73.9500954642,40.649750629
1017506,180400,-73.8801325302,40.6617705495
1006648,194058,-73.9192235333,40.6992927672
1014635,244283,-73.8901920697,40.8371233914
981000,176273,-74.0117122737,40.6505046959
1016041,214312,-73.8852528334,40.7548562562
1053747,185645,-73.7494524215,40.6759565587
1008428,233116,-73.9126636802,40.8064923243
1016494,185290,-73.8837567754,40.6751962405
1010345,199809,-73.9058683416,40.715067765
998289,175857,-73.9494074526,40.6493523348
998619,238798,-73.948083797,40.8221092219
1013400,185547,-73.8949098685,40.6759123758
1023047,263277,-73.8596821513,40.8892231632
1008900,235714,-73.910949172,40.8136218055
998428,174959,-73.9489084239,40.6468872982
1010005,181930,-73.9071631638,40.6659950543
1000825,226641,-73.9401433809,40.7887377496
1016415,185674,-73.8840397463,40.6762505204
1023258,255446,-73.8589646254,40.8677285921
1020983,236740,-73.86729245,40.8163959073
1022599,255460,-73.8613471887,40.8677699053
958224,147728,-74.0936818374,40.5721169466
1000872,191826,-73.9400596825,40.6931791816
1012172,215397,-73.8992131719,40.7578473671
1007586,232186,-73.9157084024,40.8039419956
1009556,236079,-73.9085779256,40.8146217732
1020596,255513,-73.8685888411,40.8679238487
962069,156604,-74.0798707149,40.5964902474
1034142,152754,-73.8203744345,40.5858101174
1009854,181579,-73.9077087932,40.6650320757
1002154,188834,-73.9354446366,40.6849643309
1001843,246461,-73.9364151656,40.8431361137
999292,231183,-73.9456692663,40.801207049
994616,176346,-73.9626431424,40.6506995945
999571,196542,-73.9447404674,40.7061258454
1010626,170579,-73.9049690884,40.6348372156
1036730,206994,-73.8106347682,40.7346716337
1023196,263630,-73.8591412081,40.8901913792
1019770,217876,-73.8717744828,40.7646243189
998188,177056,-73.9497689499,40.6526434881
1056005,193275,-73.7412307655,40.6968810555
1003561,181111,-73.9303936315,40.6637634819
952364,171261,-74.1148862641,40.636691038
1021198,212412,-73.8666495056,40.7496211977
1009815,186345,-73.9078312951,40.6781137836
1006541,243541,-73.9194453105,40.8351109563
1026729,256481,-73.8464085147,40.8705533258
1003997,209027,-73.928740217,40.7403853655
1014066,175710,-73.8925523411,40.6489097875
1012278,253260,-73.8986724645,40.8617703811
998223,235925,-73.9495205542,40.8142242811
1014312,211534,-73.8915059382,40.7472374017
1012439,182155,-73.8983885998,40.6666052139
956544,150678,-74.0997411638,40.5802090211
1006824,208599,-73.918540038,40.7392038483
979153,173447,-74.0183663135,40.6427470662
1025246,192031,-73.8521638765,40.6936625158
999748,195107,-73.9441053695,40.7021868004
940515,137689,-74.1573612092,40.5444921952
1012803,185764,-73.8970612219,40.6765099372
1047905,156497,-73.7707886118,40.5959957192
1005518,233495,-73.9231740417,40.8075400584
979028,173895,-74.0188170799,40.643976657
979227,173383,-74.0180996174,40.6425714423
989655,187182,-73.9805128423,40.6804464248
1032673,259092,-73.8248979533,40.8776890965
938256,137752,-74.165489639,40.5446536916
1003619,183577,-73.930177486,40.6705319742
1020439,255033,-73.8691590755,40.8666070412
1000079,241602,-73.942802101,40.8298029065
1020090,254748,-73.8704224034,40.8658262275
991682,156773,-73.9732382028,40.5969787584
1006652,243494,-73.9190443385,40.8349816741
1018451,239851,-73.8764240927,40.8249448814
984241,149582,-74.0000323984,40.5772440122
1001180,191691,-73.9389493485,40.692808054
1052518,160922,-73.7541333046,40.6081070654
997941,173589,-73.950666148,40.6431277104
996609,237865,-73.9553477847,40.8195514416
995658,174073,-73.9588918408,40.6444594209
1020551,237463,-73.8688492497,40.8183821229
1025248,191031,-73.8521627503,40.6909177415
1005555,185132,-73.9231935673,40.6747956514
998568,227602,-73.948291942,40.7913793807
1013999,253526,-73.8924494871,40.8624948385
1035600,205414,-73.8147242288,40.7303415641
1013633,179341,-73.8940969184,40.6588775297
1012587,212690,-73.8977266038,40.7504160243
1003862,176597,-73.9293218076,40.6513728851
1030972,247291,-73.8311311764,40.8453081378
1009333,191223,-73.9095508745,40.6915041511
1018058,240566,-73.8778404855,40.826908864
1006663,238657,-73.9190207463,40.821705469
1017470,257143,-73.8798829869,40.8724100141
1023185,202399,-73.8595361054,40.7221294943
1010031,242187,-73.9068384437,40.8313851199
989278,218456,-73.9818487117,40.7662861948
999222,239351,-73.9459038824,40.8236260485
1013119,253425,-73.8956313521,40.8622205458
984904,211590,-73.9976397007,40.7474421817
1036149,153654,-73.8131417661,40.588268909
1010558,180878,-73.9051739188,40.6631059233
1021070,182970,-73.8672724805,40.6688105176
999172,174856,-73.9462275878,40.6466033632
990403,187134,-73.977816051,40.6803141874
996049,150670,-73.9575237847,40.5802225058
1000300,198340,-73.942106837,40.7110596364
1037174,189500,-73.8091701893,40.6866522279
1005965,186342,-73.9217115828,40.6781158309
1000484,213787,-73.9414058698,40.7534575135
998542,227921,-73.9483851596,40.7922549916
1007577,244069,-73.9156996042,40.8365574873
984529,159715,-73.9989952308,40.6050570631
948070,169531,-74.1303483847,40.6319260619
937062,143738,-74.1698274806,40.5610778162
1013049,253439,-73.8958843592,40.8622592002
998212,239614,-73.9495526182,40.824349563
1042857,198873,-73.788597322,40.7123430436
1000756,188078,-73.9404871704,40.6828920013
961346,165883,-74.0825056068,40.6219573485
998132,239658,-73.9498415825,40.8244704565
998185,239636,-73.9496501287,40.8244099893
1003250,252361,-73.9313132507,40.8593269442
998201,173610,-73.9497292264,40.6431849451
1022336,213925,-73.8625337419,40.7537691666
1010857,183447,-73.9040860477,40.6701563593
1003707,156841,-73.9299373455,40.5971471631
1011292,250473,-73.9022483173,40.8541239815
1004205,178833,-73.9280790805,40.6575094482
998751,239936,-73.9476044125,40.8252324929
997742,176353,-73.9513776918,40.6507145971
1008896,184171,-73.9111524848,40.6721492525
1033074,240941,-73.8235800935,40.8278678895
979882,171153,-74.0157379808,40.6364509166
983396,158290,-74.0030753499,40.6011456913
1018081,185046,-73.878036695,40.6745205933
994776,230008,-73.9619826064,40.7979885288
1044052,156555,-73.7846620722,40.5961817524
999492,174291,-73.9450757236,40.6450520154
1001761,216129,-73.9367906362,40.759883268
997541,176339,-73.9521020806,40.6506764741
983283,202088,-74.0034885569,40.7213615034
990140,222548,-73.9787332697,40.7775171336
1000997,196574,-73.9395971159,40.7062110938
952112,173064,-74.115802815,40.6416389724
1004573,183835,-73.9267376742,40.6712379877
989269,185002,-73.981906148,40.6744630448
997413,176656,-73.9525627465,40.6515467612
998115,187947,-73.9500096346,40.6825369671
1019114,206950,-73.8741992527,40.7346378468
951102,170414,-74.1194291236,40.6343615723
1000801,186984,-73.9403276087,40.6798891366
1001312,231864,-73.9383714283,40.8030725373
1009325,242655,-73.9093878758,40.8326716773
1002547,214923,-73.9339566994,40.7565715155
999661,224832,-73.9443510354,40.7837746353
1041892,219489,-73.7919015208,40.7689350147
985393,208400,-73.9958754319,40.7386863783
1005752,195131,-73.9224514529,40.7022401225
1046529,184593,-73.775484043,40.6731227882
1007060,234521,-73.9176004238,40.8103522965
1040944,193916,-73.7955394582,40.6987497488
1000582,188448,-73.9411136351,40.6839078895
1004834,187600,-73.9257852976,40.6815714566
1010662,251639,-73.9045210514,40.8573262085
1014335,184797,-73.8915424041,40.673850668
1009256,239628,-73.9096484995,40.8243636276
982103,198029,-74.0077442397,40.7102203122
1008831,170220,-73.9114376529,40.6338570005
1003081,230000,-73.9319869652,40.7979527751
1013735,211309,-73.8935893213,40.7466217763
999102,175766,-73.9464778338,40.6491012334
996871,176615,-73.9545161003,40.6514350142
1002662,196633,-73.9335916542,40.7063697269
980384,174334,-74.0139310887,40.6451823132
1016911,241092,-73.8819824111,40.8283568984
986783,187769,-73.9908673147,40.6820588942
1001172,184646,-73.9389958892,40.6734711543
1011951,193709,-73.9001001688,40.6983198332
996962,176621,-73.9541881408,40.6514513527
984566,149364,-73.9988624659,40.5766456395
1022357,242430,-73.8622962093,40.8320075028
1006455,182773,-73.9199567595,40.6683185158
1003792,243378,-73.9293800521,40.8346700793
998279,192966,-73.9494078801,40.696312707
1017737,185460,-73.8792747824,40.675658237
1006969,223920,-73.9179650186,40.7812556744
997728,180866,-73.951419125,40.6631018119
1011413,184693,-73.9020767377,40.6735746595
1011249,250390,-73.9024040883,40.8538963029
998225,239614,-73.9495056467,40.8243495424
1024726,209766,-73.8539324074,40.7423431562
1019502,212115,-73.8727721546,40.7488129323
1009163,224328,-73.9100412984,40.7823696137
998660,190488,-73.9480391989,40.6895105589
998419,198378,-73.9488916176,40.7111671496
982557,187631,-74.0061040459,40.6816803161
990407,202058,-73.9777879857,40.7212770709
988453,203147,-73.9848365626,40.7242672566
1049823,157862,-73.7638689866,40.5997283718
998402,174415,-73.9490032582,40.6453941775
1012469,253491,-73.8979809845,40.8624037975
1014578,239190,-73.8904210852,40.8231447727
997546,176668,-73.9520834132,40.6515794999
1009459,214094,-73.9090108536,40.7542791174
987608,190833,-73.9878912653,40.6904685982
1024769,266520,-73.8534345478,40.8981164171
1008773,242041,-73.9113848505,40.8309879746
1054196,204617,-73.7476366671,40.728026498
1019953,238985,-73.8710016444,40.8225620161
1027615,187224,-73.843651957,40.6804571326
1004560,183836,-73.9267845348,40.6712407623
998237,239009,-73.9494635496,40.8226889702
991748,161085,-73.9729957576,40.6088142651
1003530,186787,-73.9304891359,40.6793428931
1003827,187172,-73.9294172334,40.6803989786
1009828,181318,-73.9078035019,40.6643157641
998904,188886,-73.9471628476,40.6851130364
942953,167054,-74.1487685931,40.6251048508
988232,223229,-73.9856219867,40.7793873643
1031520,216637,-73.8293663461,40.7611685722
962870,167747,-74.0770217064,40.6270774449
980416,173082,-74.0138150655,40.6417458564
997566,181727,-73.9520013464,40.6654653109
1000735,194966,-73.9405460305,40.7017980048
1031585,216398,-73.8291333947,40.760512232
1004408,176443,-73.927354581,40.6509489627
1004406,176391,-73.927361944,40.6508062386
1006851,194427,-73.9184901933,40.7003050694
1013037,186073,-73.8962162901,40.677357314
995019,176448,-73.9611906535,40.6509790814
1021152,182359,-73.8669802346,40.6671331193
990010,192671,-73.9792282345,40.6955122457
1002828,183966,-73.9330278562,40.6716013871
946423,170178,-74.1362857717,40.6336950576
1003208,187355,-73.9316484555,40.6809026193
1003220,187295,-73.9316053594,40.6807379072
989721,159994,-73.9802969344,40.6058211767
1017244,240139,-73.8807838336,40.8257399499
999174,238490,-73.9460792286,40.8212629289
1001513,235389,-73.9376363445,40.8127472946
1053266,161193,-73.7514366331,40.6088451077
1017087,240108,-73.8813512677,40.8256554489
1022887,199979,-73.8606250746,40.7154884911
984997,148452,-73.9973110566,40.5741423526
1002515,179700,-73.9341677522,40.6598928192
960816,172564,-74.0844379891,40.6402938865
1021712,241739,-73.864630842,40.8301136678
963133,168487,-74.0760765615,40.6291092192
1004863,189788,-73.9256740458,40.6875769473
1047321,206595,-73.7724228283,40.7335072976
999657,212536,-73.9443936647,40.7500253154
1020862,189449,-73.8679870734,40.6865947505
1009516,239520,-73.9087094767,40.8240664585
1045845,190710,-73.7778939411,40.6899172943
995732,159951,-73.9586492075,40.6056974008
1016709,239178,-73.8827215786,40.8231042624
1015330,185458,-73.8879523462,40.6756615254
1018162,214190,-73.8775978722,40.7545135172
996884,238431,-73.9543531632,40.8211045627
1007466,186511,-73.916299495,40.6785758881
1001822,183054,-73.9366567786,40.6691002056
1033243,185908,-73.8233704013,40.676815657
1021131,189535,-73.8670166632,40.6868296837
1005005,235200,-73.9250218685,40.8122210287
1009979,241055,-73.9070306908,40.8282782575
1057478,218179,-73.7356477021,40.7652240528
1006712,179792,-73.9190402735,40.6601356866
1026385,258953,-73.8476367678,40.8773398441
1001484,211997,-73.937801112,40.7485425246
1012193,241511,-73.8990287186,40.8295231193
999516,238595,-73.9448433358,40.8215505397
1002687,200040,-73.9334921544,40.7157210776
996908,199435,-73.9543398915,40.7140706531
1003243,181322,-73.9315392655,40.6643433178
1030108,214693,-73.8344765838,40.7558402354
995884,177894,-73.9580708707,40.6549469415
1001742,230128,-73.9368227754,40.7983068523
1036738,185326,-73.8107747952,40.6751981689
1000817,233079,-73.9401563878,40.8064083192
999847,212409,-73.943708219,40.7496763994
991616,156145,-73.9734765461,40.5952550801
1052186,160341,-73.7553348383,40.6065148971
1018172,239930,-73.8774317818,40.8251627897
987678,218429,-73.9876247916,40.766212852
1005480,187692,-73.9234558844,40.6818224498
1010040,186053,-73.9070212276,40.6773116573
1012369,172202,-73.8986824214,40.63928664
990319,224712,-73.9780850085,40.7834566194
963241,166960,-74.0756827256,40.6249181835
1014489,210029,-73.8908739105,40.7431059533
1023792,191648,-73.8574094005,40.6926178867
1006032,243764,-73.9212839975,40.8357242967
999272,173698,-73.94586981,40.6434247343
1034393,185662,-73.8192262624,40.6761340046
1010526,183094,-73.9052806244,40.6691884423
1056344,196186,-73.739977079,40.7048682789
1032355,251323,-73.8261036381,40.8563673353
1043061,187597,-73.7879599278,40.6813917835
1006703,186566,-73.9190501495,40.6787288188
1002116,242732,-73.9354384193,40.8329005456
1036771,207839,-73.8104802304,40.7369907014
1006684,186292,-73.9191195623,40.6779767993
1022555,212540,-73.8617511819,40.7499667508
1024483,212396,-73.8547935982,40.7495629457
1013568,208881,-73.8942026031,40.7399580827
1000912,236414,-73.9398049489,40.8155617866
1006916,191894,-73.9182642968,40.6933524103
1019530,180545,-73.8728365036,40.6621607087
991144,187337,-73.9751442514,40.6808708302
1022946,188814,-73.8604763948,40.6848429572
985307,197777,-73.9961874353,40.7095288294
1004646,191400,-73.9264516195,40.6920020175
987513,214920,-73.988222151,40.7565816109
1014606,184373,-73.8905673491,40.672685959
986835,195315,-73.990676934,40.7027709056
1019100,217217,-73.8741965643,40.7628182022
987516,165108,-73.9882354697,40.6198591393
1011169,206987,-73.9028672436,40.7347671519
993419,230320,-73.9668833392,40.7988463961
1058453,197886,-73.7323518176,40.7095169211
1039807,186602,-73.7997002204,40.678681763
999360,180993,-73.9455363675,40.6634477641
1030806,255847,-73.8316717296,40.8687926306
1001692,191884,-73.9371025449,40.6933368
1013808,169310,-73.8935101304,40.6313440356
1009185,197040,-73.9100630248,40.7074708676
990617,226556,-73.977007191,40.7885176972
1009927,175076,-73.9074704207,40.6471825636
1002350,166342,-73.9347982957,40.6232283243
1059773,185941,-73.7277245644,40.6767196489
1006868,237802,-73.9182829536,40.8193582138
1002012,238748,-73.9358247867,40.821965815
1004941,183486,-73.9254121439,40.6702792087
999066,187818,-73.9465810812,40.6821813507
1003831,187452,-73.9294019982,40.6811675059
1005663,161585,-73.9228789546,40.6101639621
951323,170443,-74.1186330239,40.6344419954
985222,166588,-73.9964985243,40.6239219791
986343,200567,-73.9924497495,40.7171865296
1057292,179845,-73.7367350584,40.6600083826
1008085,218065,-73.9139560753,40.7651823003
991775,203506,-73.9728511655,40.7252504223
996371,231933,-73.9562183739,40.8032700831
1057100,182603,-73.7373972786,40.6675800295
961272,170599,-74.0827882276,40.6349015779
1031137,255966,-73.8304741335,40.8691174967
993734,231230,-73.9657443347,40.8013437649
1009174,182461,-73.9101566329,40.6674549088
996064,171280,-73.9574337309,40.6367927029
989407,207867,-73.9813911371,40.7372219956
995071,235807,-73.9609077901,40.8139048273
982111,185061,-74.007711266,40.6746261509
926744,132960,-74.2068697655,40.5314334207
1022130,188507,-73.8634203131,40.6840038431
1003231,248026,-73.9313942112,40.8474287034
1008484,192693,-73.9126070722,40.6955413243
996508,176285,-73.955824889,40.650529746
990215,224943,-73.9784603445,40.7840907237
1058545,198908,-73.7320087005,40.7123212832
1021481,242474,-73.8654614813,40.8321320062
955607,152618,-74.1031225677,40.585530955
991338,203734,-73.974427542,40.7258765878
981719,169700,-74.0091186926,40.6324634556
1001538,195540,-73.9376484987,40.7033719674
1051488,182176,-73.7576310313,40.6664524132
1007456,182968,-73.9163477462,40.6688511799
